quadrimestre,turma,turno,campus,matriz,docente_id,periodo_ideal,n_A,n_B,n_C,n_D,n_F,n_O,n_incompleto,n_sem_conceito,n_avaliados,n_aprovados,n_reprovados,taxa_reprov
2020.1,,diurno,SA,2015,,1,20,5,2,0,2,0,0,2,29,27,2,0.06896551724137931
2020.1,,diurno,SA,2015,,1,48,33,22,8,47,0,0,21,158,111,47,0.2974683544303797
2020.1,,diurno,SBC,2015,,1,3,15,18,2,12,0,0,8,50,38,12,0.24
2020.1,,noturno,SA,2015,,1,3,1,3,1,11,0,0,12,19,8,11,0.5789473684210527
2020.1,,noturno,SBC,2015,,1,25,7,0,0,8,0,0,2,40,32,8,0.2
2020.1,,noturno,SA,2015,,1,1,1,3,0,20,0,0,4,25,5,20,0.8
2020.1,,noturno,SBC,2015,,1,15,7,2,0,1,0,9,8,25,24,1,0.04
2020.1,,noturno,SA,2015,,1,1,1,0,1,15,0,0,10,18,3,15,0.8333333333333334
2020.1,,noturno,SA,2015,,1,15,9,2,1,0,0,2,1,27,27,0,0.0
2020.1,,noturno,SA,2015,,1,14,10,1,1,3,0,0,1,29,26,3,0.10344827586206896
2020.1,,noturno,SA,2015,,1,3,8,7,0,2,0,4,5,20,18,2,0.1
2020.1,,noturno,SA,2015,,1,1,7,5,0,15,0,0,4,28,13,15,0.5357142857142857
2020.1,,noturno,SA,2015,,1,12,3,5,0,5,0,0,4,25,20,5,0.2
2020.1,,noturno,SA,2015,,1,0,2,4,1,13,0,0,7,20,7,13,0.65
2020.1,,noturno,SA,2015,,1,3,18,3,1,3,0,0,4,28,25,3,0.10714285714285714
2020.1,,noturno,SBC,2015,,1,1,0,0,0,3,0,10,2,4,1,3,0.75
2020.1,,noturno,SA,2015,,1,0,4,2,1,13,0,0,8,20,7,13,0.65
2020.1,,noturno,SBC,2015,,1,0,0,0,2,14,0,13,1,16,2,14,0.875
2020.1,,noturno,SA,2015,,1,1,14,1,1,7,0,0,3,24,17,7,0.2916666666666667
2020.1,,noturno,SA,2015,,1,4,0,2,2,2,0,0,5,10,8,2,0.2
2020.1,,noturno,SA,2015,,1,1,1,0,1,11,0,0,13,14,3,11,0.7857142857142857
2020.1,,noturno,SA,2015,,1,0,3,1,2,14,0,0,6,20,6,14,0.7
2021.2,,diurno,SA,2015,,1,6,4,8,2,8,0,9,14,28,20,8,0.2857142857142857
2021.2,,diurno,SA,2015,,1,8,5,14,3,2,0,11,5,32,30,2,0.0625
2021.2,,diurno,SA,2015,,1,19,3,7,3,0,0,15,3,32,32,0,0.0
2021.2,,diurno,SA,2015,,1,10,11,6,1,15,0,0,9,43,28,15,0.3488372093023256
2021.2,,diurno,SA,2015,,1,26,4,2,0,1,0,10,8,33,32,1,0.030303030303030304
2021.2,,diurno,SA,2015,,1,19,3,6,2,15,0,0,6,45,30,15,0.3333333333333333
2021.2,,diurno,SA,2015,,1,10,9,7,6,14,0,0,6,46,32,14,0.30434782608695654
2021.2,,diurno,SA,2015,,1,10,7,3,7,12,0,6,5,39,27,12,0.3076923076923077
2021.2,,diurno,SA,2015,,1,13,8,14,4,9,0,0,5,48,39,9,0.1875
2021.2,,diurno,SA,2015,,1,8,5,6,6,17,0,0,8,42,25,17,0.40476190476190477
2021.2,,diurno,SA,2015,,1,19,5,6,2,16,0,0,5,48,32,16,0.3333333333333333
2021.2,,diurno,SA,2015,,1,2,10,9,6,4,0,14,5,31,27,4,0.12903225806451613
2021.2,,diurno,SA,2015,,1,14,10,7,1,14,0,0,2,46,32,14,0.30434782608695654
2021.2,,diurno,SA,2015,,1,16,8,1,0,20,0,0,6,45,25,20,0.4444444444444444
2021.2,,diurno,SA,2015,,1,15,4,4,3,10,0,8,5,36,26,10,0.2777777777777778
2021.2,,diurno,SA,2015,,1,23,8,1,2,3,0,5,7,37,34,3,0.08108108108108109
2021.2,,diurno,SA,2015,,1,2,7,5,3,21,0,6,6,38,17,21,0.5526315789473685
2021.2,,noturno,SA,2015,,1,3,4,5,13,22,0,0,3,47,25,22,0.46808510638297873
2021.2,,noturno,SA,2015,,1,22,7,4,3,9,0,0,7,45,36,9,0.2
2021.2,,noturno,SA,2015,,1,7,11,9,3,0,0,12,8,30,30,0,0.0
2021.2,,noturno,SA,2015,,1,21,4,8,3,2,0,9,9,38,36,2,0.05263157894736842
2021.2,,noturno,SA,2015,,1,12,7,4,4,4,0,15,5,31,27,4,0.12903225806451613
2021.2,,noturno,SA,2015,,1,5,7,3,1,24,0,0,12,40,16,24,0.6
2021.2,,noturno,SA,2015,,1,15,11,5,2,10,0,0,7,43,33,10,0.23255813953488372
2021.2,,noturno,SA,2015,,1,17,9,3,1,9,0,7,4,39,30,9,0.23076923076923078
2021.2,,noturno,SA,2015,,1,5,6,14,3,16,0,0,6,44,28,16,0.36363636363636365
2021.2,,noturno,SA,2015,,1,9,5,11,3,2,0,9,13,30,28,2,0.06666666666666667
2021.2,,noturno,SA,2015,,1,11,8,3,1,10,0,14,6,33,23,10,0.30303030303030304
2021.2,,noturno,SA,2015,,1,14,4,8,1,25,0,0,3,52,27,25,0.4807692307692308
2021.2,,noturno,SA,2015,,1,12,3,5,2,26,0,0,4,48,22,26,0.5416666666666666
2021.2,,noturno,SA,2015,,1,15,8,4,1,0,0,20,4,28,28,0,0.0
2021.2,,noturno,SA,2015,,1,12,13,6,2,14,0,0,4,47,33,14,0.2978723404255319
2021.2,,noturno,SA,2015,,1,10,11,3,5,6,0,12,4,35,29,6,0.17142857142857143
2021.2,,noturno,SA,2015,,1,20,6,3,4,12,0,0,5,45,33,12,0.26666666666666666
2022.2,,diurno,SA,2015,,1,7,6,7,1,0,5,0,7,26,21,5,0.19230769230769232
2022.2,,diurno,SBC,2015,,1,19,8,3,2,3,0,0,5,35,32,3,0.08571428571428572
2022.2,,diurno,SA,2015,,1,6,6,13,2,1,1,0,4,29,27,2,0.06896551724137931
2022.2,,diurno,SBC,2015,,1,12,7,3,4,7,0,0,9,33,26,7,0.21212121212121213
2022.2,,diurno,SA,2015,,1,6,3,1,4,5,1,5,8,20,14,6,0.3
2022.2,,diurno,SA,2015,,1,6,3,8,3,9,0,0,3,29,20,9,0.3103448275862069
2022.2,,diurno,SA,2015,,1,6,10,6,1,7,0,0,1,30,23,7,0.23333333333333334
2022.2,,diurno,SA,2015,,1,14,5,3,2,3,0,0,3,27,24,3,0.1111111111111111
2022.2,,diurno,SA,2015,,1,10,9,4,2,3,0,0,2,28,25,3,0.10714285714285714
2022.2,,diurno,SA,2015,,1,4,5,7,5,5,0,0,6,26,21,5,0.19230769230769232
2022.2,,diurno,SA,2015,,1,5,7,6,3,7,0,0,2,28,21,7,0.25
2022.2,,diurno,SA,2015,,1,4,4,2,3,2,10,0,8,25,13,12,0.48
2022.2,,diurno,SBC,2015,,1,10,13,8,1,4,0,0,9,36,32,4,0.1111111111111111
2022.2,,diurno,SA,2015,,1,1,2,4,0,0,0,3,3,7,7,0,0.0
2022.2,,diurno,SBC,2015,,1,2,2,3,2,7,0,0,6,16,9,7,0.4375
2022.2,,diurno,SA,2015,,1,1,1,3,0,0,0,1,2,5,5,0,0.0
2022.2,,diurno,SA,2015,,1,9,5,3,2,7,0,0,4,26,19,7,0.2692307692307692
2022.2,,diurno,SA,2015,,1,5,1,2,0,3,0,0,3,11,8,3,0.2727272727272727
2022.2,,diurno,SA,2015,,1,14,3,2,2,5,0,0,5,26,21,5,0.19230769230769232
2022.2,,diurno,SA,2015,,1,12,10,5,0,0,0,0,4,27,27,0,0.0
2022.2,,diurno,SA,2015,,1,2,12,10,0,3,0,0,5,27,24,3,0.1111111111111111
2022.2,,diurno,SA,2015,,1,1,4,1,0,2,0,0,2,8,6,2,0.25
2022.2,,noturno,SA,2015,,1,4,5,2,7,1,7,0,7,26,18,8,0.3076923076923077
2022.2,,noturno,SBC,2015,,1,10,9,6,4,9,0,0,2,38,29,9,0.23684210526315788
2022.2,,noturno,SA,2015,,1,1,5,7,3,2,7,0,8,25,16,9,0.36
2022.2,,noturno,SBC,2015,,1,10,6,8,1,13,0,0,8,38,25,13,0.34210526315789475
2022.2,,noturno,SA,2015,,1,4,6,6,3,2,3,0,6,24,19,5,0.20833333333333334
2022.2,,noturno,SA,2015,,1,10,0,6,1,7,0,0,6,24,17,7,0.2916666666666667
2022.2,,noturno,SA,2015,,1,4,1,4,7,12,0,0,3,28,16,12,0.42857142857142855
2022.2,,noturno,SA,2015,,1,8,9,5,0,5,0,0,5,27,22,5,0.18518518518518517
2022.2,,noturno,SA,2015,,1,15,2,3,3,6,0,0,2,29,23,6,0.20689655172413793
2022.2,,noturno,SA,2015,,1,8,6,4,0,9,2,0,1,29,18,11,0.3793103448275862
2022.2,,noturno,SA,2015,,1,3,6,2,7,0,8,0,5,26,18,8,0.3076923076923077
2022.2,,noturno,SA,2015,,1,4,5,8,5,6,1,0,3,29,22,7,0.2413793103448276
2022.2,,noturno,SBC,2015,,1,18,4,0,5,7,6,0,3,40,27,13,0.325
2022.2,,noturno,SA,2015,,1,2,6,7,2,1,5,0,9,23,17,6,0.2608695652173913
2022.2,,noturno,SBC,2015,,1,15,7,3,5,3,1,0,8,34,30,4,0.11764705882352941
2022.2,,noturno,SA,2015,,1,0,6,6,2,1,10,0,9,25,14,11,0.44
2022.2,,noturno,SA,2015,,1,10,0,5,6,6,0,0,3,27,21,6,0.2222222222222222
2022.2,,noturno,SA,2015,,1,3,1,5,7,10,0,0,5,26,16,10,0.38461538461538464
2022.2,,noturno,SA,2015,,1,9,4,5,2,7,0,0,3,27,20,7,0.25925925925925924
2022.2,,noturno,SA,2015,,1,14,7,2,3,1,0,0,4,27,26,1,0.037037037037037035
2022.2,,noturno,SA,2015,,1,10,6,5,2,0,3,0,4,26,23,3,0.11538461538461539
2022.2,,noturno,SA,2015,,1,9,5,5,1,4,3,0,3,27,20,7,0.25925925925925924
2022.3,,diurno,SA,2015,,0,4,8,6,1,2,2,0,2,23,19,4,0.17391304347826086
2022.3,,diurno,SBC,2015,,0,10,3,2,4,2,5,0,9,26,19,7,0.2692307692307692
2022.3,,diurno,SA,2015,,0,0,3,2,3,8,1,0,8,17,8,9,0.5294117647058824
2022.3,,diurno,SBC,2015,,0,3,1,2,1,2,3,0,11,12,7,5,0.4166666666666667
2022.3,,diurno,SA,2015,,0,0,2,2,1,15,3,0,1,23,5,18,0.782608695652174
2022.3,,noturno,SA,2015,,0,8,6,3,2,10,0,0,4,29,19,10,0.3448275862068966
2022.3,,noturno,SBC,2015,,0,0,8,4,0,15,12,0,2,39,12,27,0.6923076923076923
2022.3,,noturno,SA,2015,,0,12,7,2,1,4,0,0,6,26,22,4,0.15384615384615385
2022.3,,noturno,SA,2015,,0,12,5,4,2,6,0,0,3,29,23,6,0.20689655172413793
2023.2,,diurno,SA,2022,,1,3,4,4,1,15,5,0,0,32,12,20,0.625
2023.2,,diurno,SBC,2022,,1,16,6,10,5,4,0,0,3,41,37,4,0.0975609756097561
2023.2,,diurno,SA,2022,,1,28,6,1,5,1,0,0,1,41,40,1,0.024390243902439025
2023.2,,diurno,SBC,2022,,1,5,2,12,8,13,2,0,3,42,27,15,0.35714285714285715
2023.2,,diurno,SA,2022,,1,19,9,2,4,2,2,0,3,38,34,4,0.10526315789473684
2023.2,,diurno,SA,2022,,1,8,1,7,9,6,0,0,3,31,25,6,0.1935483870967742
2023.2,,diurno,SA,2022,,1,30,6,3,0,6,0,0,2,45,39,6,0.13333333333333333
2023.2,,diurno,SA,2022,,1,33,9,2,2,0,2,0,0,48,46,2,0.041666666666666664
2023.2,,diurno,SA,2022,,1,10,10,6,0,2,2,0,3,30,26,4,0.13333333333333333
2023.2,,diurno,SBC,2022,,1,22,10,5,0,1,3,0,3,41,37,4,0.0975609756097561
2023.2,,diurno,SA,2022,,1,28,9,0,0,1,1,0,3,39,37,2,0.05128205128205128
2023.2,,diurno,SBC,2022,,1,4,2,9,8,5,8,0,8,36,23,13,0.3611111111111111
2023.2,,diurno,SA,2022,,1,16,8,2,7,6,0,0,2,39,33,6,0.15384615384615385
2023.2,,diurno,SA,2022,,1,4,2,8,6,9,0,0,3,29,20,9,0.3103448275862069
2023.2,,diurno,SA,2022,,1,36,6,1,1,1,0,0,1,45,44,1,0.022222222222222223
2023.2,,diurno,SA,2022,,1,45,1,1,1,1,0,0,3,49,48,1,0.02040816326530612
2023.2,,noturno,SA,2022,,1,6,6,8,4,2,5,0,3,31,24,7,0.22580645161290322
2023.2,,noturno,SBC,2022,,1,11,3,8,5,14,0,0,2,41,27,14,0.34146341463414637
2023.2,,noturno,SA,2022,,1,25,3,4,2,4,1,0,4,39,34,5,0.1282051282051282
2023.2,,noturno,SBC,2022,,1,17,1,5,6,10,0,0,6,39,29,10,0.2564102564102564
2023.2,,noturno,SA,2022,,1,6,5,13,5,10,2,0,0,41,29,12,0.2926829268292683
2023.2,,noturno,SA,2022,,1,3,1,13,8,0,6,0,3,31,25,6,0.1935483870967742
2023.2,,noturno,SA,2022,,1,10,8,9,4,11,2,0,5,44,31,13,0.29545454545454547
2023.2,,noturno,SA,2022,,1,11,6,7,6,14,0,0,8,44,30,14,0.3181818181818182
2023.2,,noturno,SA,2022,,1,3,6,3,5,7,7,0,2,31,17,14,0.45161290322580644
2023.2,,noturno,SBC,2022,,1,10,4,8,3,14,0,0,6,39,25,14,0.358974358974359
2023.2,,noturno,SA,2022,,1,22,7,5,0,3,3,0,1,40,34,6,0.15
2023.2,,noturno,SBC,2022,,1,30,1,1,3,6,0,0,2,41,35,6,0.14634146341463414
2023.2,,noturno,SA,2022,,1,6,1,9,2,10,10,0,4,38,18,20,0.5263157894736842
2023.2,,noturno,SA,2022,,1,0,2,18,11,0,1,0,2,32,31,1,0.03125
2023.2,,noturno,SA,2022,,1,7,4,9,0,8,12,0,6,40,20,20,0.5
2023.2,,noturno,SA,2022,,1,9,5,10,7,16,0,0,2,47,31,16,0.3404255319148936
2023.3,,noturno,SA,2022,,0,2,13,16,7,6,0,0,4,44,38,6,0.13636363636363635
2023.3,,noturno,SBC,2022,,0,7,9,8,1,2,10,0,7,37,25,12,0.32432432432432434
2023.3,,noturno,SA,2022,,0,12,10,5,5,6,6,0,4,44,32,12,0.2727272727272727
2023.3,,noturno,SA,2022,,0,14,8,11,1,9,0,0,4,43,34,9,0.20930232558139536
2023.3,,noturno,SBC,2022,,0,14,9,9,0,1,4,0,10,37,32,5,0.13513513513513514
2023.3,,noturno,SA,2022,,0,21,4,7,6,3,5,0,5,46,38,8,0.17391304347826086
2024.1,,diurno,SA,2022,,1,3,3,4,5,4,11,0,3,30,15,15,0.5
2024.1,,diurno,SBC,2022,,1,14,12,5,2,4,2,0,2,39,33,6,0.15384615384615385
2024.1,,diurno,SA,2022,,1,4,2,5,6,21,0,0,4,38,17,21,0.5526315789473685
2024.1,,diurno,SBC,2022,,1,31,8,0,1,0,2,0,2,42,40,2,0.047619047619047616
2024.1,,diurno,SA,2022,,1,19,8,1,0,2,0,0,0,30,28,2,0.06666666666666667
2024.1,,diurno,SA,2022,,1,11,13,14,3,4,0,0,2,45,41,4,0.08888888888888889
2024.1,,diurno,SA,2022,,1,12,9,4,4,2,1,0,3,32,29,3,0.09375
2024.1,,diurno,SA,2022,,1,3,14,17,5,1,5,0,3,45,39,6,0.13333333333333333
2024.1,,diurno,SA,2022,,1,2,4,14,15,1,2,0,3,38,35,3,0.07894736842105263
2024.1,,diurno,SA,2022,,1,5,3,12,8,1,2,0,3,31,28,3,0.0967741935483871
2024.1,,diurno,SBC,2022,,1,7,12,14,3,0,2,0,3,38,36,2,0.05263157894736842
2024.1,,diurno,SA,2022,,1,7,1,2,13,12,0,0,6,35,23,12,0.34285714285714286
2024.1,,diurno,SBC,2022,,1,14,1,14,1,6,3,0,4,39,30,9,0.23076923076923078
2024.1,,diurno,SA,2022,,1,3,14,14,3,2,5,0,5,41,34,7,0.17073170731707318
2024.1,,diurno,SA,2022,,1,27,6,0,0,1,0,0,3,34,33,1,0.029411764705882353
2024.1,,diurno,SA,2022,,1,12,16,12,3,4,0,0,2,47,43,4,0.0851063829787234
2024.1,,diurno,SA,2022,,1,6,6,11,2,7,1,0,7,33,25,8,0.24242424242424243
2024.1,,noturno,SA,2022,,1,5,5,7,7,8,0,0,0,32,24,8,0.25
2024.1,,noturno,SBC,2022,,1,1,1,4,15,9,12,0,3,42,21,21,0.5
2024.1,,noturno,SA,2022,,1,14,5,7,4,3,1,7,1,34,30,4,0.11764705882352941
2024.1,,noturno,SBC,2022,,1,2,7,13,12,8,0,0,2,42,34,8,0.19047619047619047
2024.1,,noturno,SA,2022,,1,0,4,6,10,5,4,0,1,29,20,9,0.3103448275862069
2024.1,,noturno,SA,2022,,1,13,13,8,2,3,2,0,4,41,36,5,0.12195121951219512
2024.1,,noturno,SA,2022,,1,3,2,1,1,14,7,0,5,28,7,21,0.75
2024.1,,noturno,SA,2022,,1,1,25,15,2,4,0,0,1,47,43,4,0.0851063829787234
2024.1,,noturno,SA,2022,,1,3,8,4,9,15,0,0,4,39,24,15,0.38461538461538464
2024.1,,noturno,SA,2022,,1,5,4,3,4,13,0,0,1,29,16,13,0.4482758620689655
2024.1,,noturno,SA,2022,,1,0,3,3,7,16,0,0,5,29,13,16,0.5517241379310345
2024.1,,noturno,SBC,2022,,1,0,3,0,13,5,19,0,7,40,16,24,0.6
2024.1,,noturno,SA,2022,,1,8,2,5,2,12,11,0,4,40,17,23,0.575
2024.1,,noturno,SBC,2022,,1,0,2,14,7,17,0,0,2,40,23,17,0.425
2024.1,,noturno,SA,2022,,1,12,13,11,0,3,6,0,3,45,36,9,0.2
2024.1,,noturno,SA,2022,,1,5,22,15,0,4,0,0,5,46,42,4,0.08695652173913043
2024.1,,noturno,SA,2022,,1,4,9,11,8,7,1,0,1,40,32,8,0.2
2024.2,,diurno,SA,2022,,0,9,5,5,2,2,1,0,8,24,21,3,0.125
2024.2,,diurno,SBC,2022,,0,3,0,5,6,1,16,0,13,31,14,17,0.5483870967741935
2024.2,,diurno,SA,2022,,0,6,5,3,1,2,4,0,12,21,15,6,0.2857142857142857
2024.2,,diurno,SA,2022,,0,9,5,4,4,3,2,0,3,27,22,5,0.18518518518518517
2024.2,,diurno,SA,2022,,0,6,7,5,4,0,6,0,4,28,22,6,0.21428571428571427
2024.2,,noturno,SA,2022,,0,11,1,3,1,5,5,0,6,26,16,10,0.38461538461538464
2024.2,,noturno,SBC,2022,,0,0,1,3,5,2,22,0,11,33,9,24,0.7272727272727273
2024.2,,noturno,SA,2022,,0,7,5,3,2,0,11,0,3,28,17,11,0.39285714285714285
2024.2,,noturno,SBC,2022,,0,7,5,3,6,16,0,0,5,37,21,16,0.43243243243243246
2024.2,,noturno,SA,2022,,0,5,5,3,4,2,7,0,7,26,17,9,0.34615384615384615
2024.2,,noturno,SA,2022,,0,4,3,7,4,18,0,0,5,36,18,18,0.5
2024.2,,noturno,SA,2022,,0,2,4,6,2,4,10,0,2,28,14,14,0.5
2024.2,,noturno,SBC,2022,,0,0,0,5,5,6,15,0,12,31,10,21,0.6774193548387096
2024.2,,noturno,SA,2022,,0,7,9,4,0,0,9,0,3,29,20,9,0.3103448275862069
2024.2,,noturno,SA,2022,,0,1,1,3,4,22,0,0,1,31,9,22,0.7096774193548387
2025.1,,diurno,SA,2022,,1,2,13,8,0,7,0,0,4,30,23,7,0.23333333333333334
2025.1,,diurno,SBC,2022,,1,26,8,4,0,0,2,0,2,40,38,2,0.05
2025.1,,diurno,SA,2022,,1,3,5,7,2,9,14,0,2,40,17,23,0.575
2025.1,,diurno,SBC,2022,,1,10,6,9,7,3,7,0,4,42,32,10,0.23809523809523808
2025.1,,diurno,SA,2022,,1,21,5,3,0,0,1,0,1,30,29,1,0.03333333333333333
2025.1,,diurno,SBC,2022,,1,2,2,8,5,25,0,0,6,42,17,25,0.5952380952380952
2025.1,,diurno,SA,2022,,1,12,7,6,5,7,7,0,3,44,30,14,0.3181818181818182
2025.1,,diurno,SA,2022,,1,13,5,5,1,4,3,0,2,31,24,7,0.22580645161290322
2025.1,,diurno,SA,2022,,1,25,8,4,6,2,2,0,4,47,43,4,0.0851063829787234
2025.1,,diurno,SA,2022,,1,19,4,4,0,7,4,0,4,38,27,11,0.2894736842105263
2025.1,,diurno,SA,2022,,1,2,1,3,2,17,2,0,4,27,8,19,0.7037037037037037
2025.1,,diurno,SA,2022,,1,2,3,3,4,17,0,0,2,29,12,17,0.5862068965517241
2025.1,,diurno,SA,2022,,1,7,2,5,3,4,8,0,5,29,17,12,0.41379310344827586
2025.1,,diurno,SBC,2022,,1,26,6,3,2,0,2,0,4,39,37,2,0.05128205128205128
2025.1,,diurno,SBC,2022,,1,4,2,9,3,0,6,0,4,24,18,6,0.25
2025.1,,diurno,SA,2022,,1,5,4,7,9,14,5,0,3,44,25,19,0.4318181818181818
2025.1,,diurno,SA,2022,,1,9,3,2,1,4,4,0,12,23,15,8,0.34782608695652173
2025.1,,diurno,SA,2022,,1,11,12,13,7,3,3,0,0,49,43,6,0.12244897959183673
2025.1,,diurno,SA,2022,,1,6,8,10,8,5,3,0,1,40,32,8,0.2
2025.1,,diurno,SBC,2022,,1,8,6,9,3,1,4,0,7,31,26,5,0.16129032258064516
2025.1,,noturno,SA,2022,,1,6,5,7,3,9,0,0,1,30,21,9,0.3
2025.1,,noturno,SA,2022,,1,7,4,5,4,7,4,0,1,31,20,11,0.3548387096774194
2025.1,,noturno,SA,2022,,1,6,6,7,2,0,10,0,1,31,21,10,0.3225806451612903
2025.1,,noturno,SBC,2022,,1,4,2,1,6,30,0,0,2,43,13,30,0.6976744186046512
2025.1,,noturno,SA,2022,,1,2,6,9,13,5,3,0,3,38,30,8,0.21052631578947367
2025.1,,noturno,SBC,2022,,1,3,4,2,7,5,16,0,9,37,16,21,0.5675675675675675
2025.1,,noturno,SA,2022,,1,8,8,3,2,9,0,0,0,30,21,9,0.3
2025.1,,noturno,SA,2022,,1,8,12,6,4,7,7,0,3,44,30,14,0.3181818181818182
2025.1,,noturno,SA,2022,,1,23,3,2,1,2,0,0,1,31,29,2,0.06451612903225806
2025.1,,noturno,SA,2022,,1,3,1,5,6,33,0,0,3,48,15,33,0.6875
2025.1,,noturno,SA,2022,,1,4,4,11,6,5,8,0,7,38,25,13,0.34210526315789475
2025.1,,noturno,SA,2022,,1,1,1,4,2,8,12,0,6,28,8,20,0.7142857142857143
2025.1,,noturno,SA,2022,,1,2,8,4,4,12,0,0,3,30,18,12,0.4
2025.1,,noturno,SA,2022,,1,12,2,4,2,1,9,0,5,30,20,10,0.3333333333333333
2025.1,,noturno,SBC,2022,,1,9,1,2,4,26,0,0,1,42,16,26,0.6190476190476191
2025.1,,noturno,SBC,2022,,1,2,1,3,9,8,19,0,3,42,15,27,0.6428571428571429
2025.1,,noturno,SA,2022,,1,10,3,6,2,9,0,0,2,30,21,9,0.3
2025.1,,noturno,SA,2022,,1,17,16,4,4,4,0,0,2,45,41,4,0.08888888888888889
2025.1,,noturno,SA,2022,,1,4,4,5,5,11,0,0,5,29,18,11,0.3793103448275862
2025.1,,noturno,SA,2022,,1,0,3,2,5,29,0,0,9,39,10,29,0.7435897435897436
2025.1,,noturno,SA,2022,,1,2,6,12,1,6,8,0,10,35,21,14,0.4
2025.2,,diurno,SBC,2022,,0,3,2,1,2,4,13,0,7,25,8,17,0.68
2025.2,,diurno,SA,2022,,0,9,6,5,0,0,8,0,2,28,20,8,0.2857142857142857
2025.2,,diurno,SA,2022,,0,2,2,14,7,0,3,0,8,28,25,3,0.10714285714285714
2025.2,,diurno,SBC,2022,,0,4,5,6,2,1,4,0,0,22,17,5,0.22727272727272727
2025.2,,diurno,SA,2022,,0,1,4,6,1,0,13,0,13,25,12,13,0.52
2025.2,,noturno,SA,2022,,0,17,1,1,2,8,0,0,5,29,21,8,0.27586206896551724
2025.2,,noturno,SBC,2022,,0,14,4,11,5,3,3,0,4,40,34,6,0.15
2025.2,,noturno,SA,2022,,0,13,4,5,1,1,4,0,3,28,23,5,0.17857142857142858
2025.2,,noturno,SBC,2022,,0,4,5,5,1,26,0,0,5,41,15,26,0.6341463414634146
2025.2,,noturno,SA,2022,,0,1,0,2,1,5,19,0,5,28,4,24,0.8571428571428571
2025.2,,noturno,SA,2022,,0,6,3,2,0,11,6,0,4,28,11,17,0.6071428571428571
2025.2,,noturno,SA,2022,,0,15,4,0,2,6,0,0,3,27,21,6,0.2222222222222222
2025.2,,noturno,SBC,2022,,0,3,4,9,4,8,11,0,4,39,20,19,0.48717948717948717
2025.2,,noturno,SA,2022,,0,17,4,1,0,4,6,0,0,32,22,10,0.3125
2025.2,,noturno,SBC,2022,,0,8,2,1,0,29,0,0,3,40,11,29,0.725
2025.2,,noturno,SA,2022,,0,7,4,2,3,4,10,0,1,30,16,14,0.4666666666666667
2026.1,,diurno,SA,2022,,1,6,6,9,3,4,0,0,4,28,24,4,0.14285714285714285
2026.1,,diurno,SA,2022,,1,4,5,5,5,8,2,0,1,29,19,10,0.3448275862068966
2026.1,,diurno,SA,2022,,1,7,5,4,5,6,4,0,3,31,21,10,0.3225806451612903
2026.1,,diurno,SBC,2022,,1,3,1,7,6,9,8,0,8,34,17,17,0.5
2026.1,,diurno,SA,2022,,1,21,6,6,1,0,2,0,4,36,34,2,0.05555555555555555
2026.1,,diurno,SBC,2022,,1,4,2,5,1,3,5,0,4,20,12,8,0.4
2026.1,,diurno,SA,2022,,1,6,11,5,5,0,3,0,1,30,27,3,0.1
2026.1,,diurno,SBC,2022,,1,27,9,0,0,0,5,0,5,41,36,5,0.12195121951219512
2026.1,B1,diurno,SA,2022,,1,14,9,4,4,10,2,0,3,43,31,12,0.27906976744186046
2026.1,,diurno,SBC,2022,,1,5,10,12,8,5,0,0,4,40,35,5,0.125
2026.1,,diurno,SA,2022,,1,9,3,4,1,6,8,0,2,31,17,14,0.45161290322580644
2026.1,,diurno,SA,2022,,1,15,13,8,4,3,1,0,6,44,40,4,0.09090909090909091
2026.1,,diurno,SA,2022,,1,10,8,3,6,6,3,0,4,36,27,9,0.25
2026.1,,diurno,SA,2022,,1,2,2,1,3,17,3,0,4,28,8,20,0.7142857142857143
2026.1,,diurno,SA,2022,,1,1,1,4,11,6,3,0,5,26,17,9,0.34615384615384615
2026.1,,diurno,SA,2022,,1,7,8,4,3,10,4,0,5,36,22,14,0.3888888888888889
2026.1,,diurno,SBC,2022,,1,5,2,3,8,5,10,0,8,33,18,15,0.45454545454545453
2026.1,,diurno,SA,2022,,1,30,3,4,3,2,4,0,2,46,40,6,0.13043478260869565
2026.1,,diurno,SA,2022,,1,15,6,7,2,3,3,0,5,36,30,6,0.16666666666666666
2026.1,,noturno,SA,2022,,1,16,6,5,0,3,0,0,4,30,27,3,0.1
2026.1,C1,noturno,SBC,2022,,1,0,0,0,7,15,16,0,5,38,7,31,0.8157894736842105
2026.1,,noturno,SA,2022,,1,20,6,5,3,1,5,0,4,40,34,6,0.15
2026.1,,noturno,SBC,2022,,1,12,3,4,3,20,0,0,0,42,22,20,0.47619047619047616
2026.1,,noturno,SA,2022,,1,14,9,3,2,2,0,0,0,30,28,2,0.06666666666666667
2026.1,,noturno,SBC,2022,,1,1,0,14,17,7,3,0,4,42,32,10,0.23809523809523808
2026.1,,noturno,SA,2022,,1,25,4,5,2,3,3,0,4,42,36,6,0.14285714285714285
2026.1,,noturno,SBC,2022,,1,3,3,11,6,19,0,0,3,42,23,19,0.4523809523809524
2026.1,,noturno,SA,2022,,1,19,5,3,1,3,1,0,0,32,28,4,0.125
2026.1,,noturno,SA,2022,,1,11,10,5,4,10,5,0,4,45,30,15,0.3333333333333333
2026.1,,noturno,SA,2022,,1,3,13,11,3,2,6,0,6,38,30,8,0.21052631578947367
