quadrimestre,turma,turno,campus,matriz,docente_id,periodo_ideal,n_A,n_B,n_C,n_D,n_F,n_O,n_incompleto,n_sem_conceito,n_avaliados,n_aprovados,n_reprovados,taxa_reprov
2015.1,,diurno,SBC,pre-2015,,1,2,8,4,3,5,10,0,0,32,17,15,0.46875
2015.1,,diurno,SA,pre-2015,,1,13,11,5,0,0,0,0,0,29,29,0,0.0
2015.1,,diurno,SA,pre-2015,,1,2,9,11,0,5,1,0,0,28,22,6,0.21428571428571427
2015.1,,diurno,SA,pre-2015,,1,2,6,7,2,1,1,0,1,19,17,2,0.10526315789473684
2015.1,,diurno,SA,pre-2015,,1,1,7,3,0,8,0,0,0,19,11,8,0.42105263157894735
2015.1,,diurno,SA,pre-2015,,1,11,3,4,2,7,0,0,0,27,20,7,0.25925925925925924
2015.1,,diurno,SBC,pre-2015,,1,16,10,6,0,1,3,0,0,36,32,4,0.1111111111111111
2015.1,,diurno,SA,pre-2015,,1,8,6,4,1,9,0,0,0,28,19,9,0.32142857142857145
2015.1,,diurno,SBC,pre-2015,,1,13,7,0,0,3,2,0,0,25,20,5,0.2
2015.1,,diurno,SA,pre-2015,,1,6,5,3,5,7,0,0,0,26,19,7,0.2692307692307692
2015.1,,diurno,SA,pre-2015,,1,6,6,2,3,1,4,0,0,22,17,5,0.22727272727272727
2015.1,,diurno,SA,pre-2015,,1,14,4,7,0,2,2,0,0,29,25,4,0.13793103448275862
2015.1,,diurno,SBC,pre-2015,,1,10,11,6,1,3,2,0,0,33,28,5,0.15151515151515152
2015.1,,diurno,SA,pre-2015,,1,4,12,4,1,2,0,0,0,23,21,2,0.08695652173913043
2015.1,,diurno,SA,pre-2015,,1,9,8,4,5,2,1,0,0,29,26,3,0.10344827586206896
2015.1,,diurno,SA,pre-2015,,1,3,8,6,2,2,4,0,0,25,19,6,0.24
2015.1,,diurno,SA,pre-2015,,1,8,4,3,1,2,4,0,0,22,16,6,0.2727272727272727
2015.1,,diurno,SA,pre-2015,,1,8,11,2,0,3,1,0,0,25,21,4,0.16
2015.1,,diurno,SBC,pre-2015,,1,10,11,6,1,2,1,0,0,31,28,3,0.0967741935483871
2015.1,,diurno,SA,pre-2015,,1,6,4,4,3,4,3,0,0,24,17,7,0.2916666666666667
2015.1,,diurno,SA,pre-2015,,1,3,7,7,3,3,1,0,0,24,20,4,0.16666666666666666
2015.1,,diurno,SA,pre-2015,,1,20,61,40,31,65,0,0,0,217,152,65,0.2995391705069124
2015.1,,noturno,SA,pre-2015,,1,1,11,3,4,2,6,0,0,27,19,8,0.2962962962962963
2015.1,,noturno,SBC,pre-2015,,1,18,10,2,3,8,2,0,0,43,33,10,0.23255813953488372
2015.1,,noturno,SA,pre-2015,,1,0,6,4,3,1,8,0,0,22,13,9,0.4090909090909091
2015.1,,noturno,SBC,pre-2015,,1,2,6,8,6,7,6,0,0,35,22,13,0.37142857142857144
2015.1,,noturno,SA,pre-2015,,1,7,2,9,3,1,2,0,0,24,21,3,0.125
2015.1,,noturno,SA,pre-2015,,1,2,4,4,2,11,3,0,0,26,12,14,0.5384615384615384
2015.1,,noturno,SBC,pre-2015,,1,11,11,3,1,8,4,0,0,38,26,12,0.3157894736842105
2015.1,,noturno,SA,pre-2015,,1,5,7,4,2,3,2,0,0,23,18,5,0.21739130434782608
2015.1,,noturno,SA,pre-2015,,1,7,1,4,0,2,3,0,0,17,12,5,0.29411764705882354
2015.1,,noturno,SA,pre-2015,,1,1,7,2,2,8,6,0,0,26,12,14,0.5384615384615384
2015.2,,diurno,SA,pre-2015,,0,9,5,4,2,2,0,0,0,22,20,2,0.09090909090909091
2015.2,,diurno,SBC,pre-2015,,0,1,11,3,5,0,8,0,0,28,20,8,0.2857142857142857
2015.2,,diurno,SA,pre-2015,,0,6,8,3,2,3,5,0,0,27,19,8,0.2962962962962963
2015.2,,diurno,SBC,pre-2015,,0,1,7,2,1,0,6,0,0,17,11,6,0.35294117647058826
2015.2,,diurno,SA,pre-2015,,0,5,4,6,1,5,3,0,0,24,16,8,0.3333333333333333
2015.2,,diurno,SA,pre-2015,,0,0,2,10,3,8,0,0,0,23,15,8,0.34782608695652173
2015.2,,diurno,SA,pre-2015,,0,0,3,9,2,9,0,0,0,23,14,9,0.391304347826087
2015.2,,diurno,SA,pre-2015,,0,1,3,6,2,7,0,0,0,19,12,7,0.3684210526315789
2015.2,,diurno,SA,pre-2015,,0,1,3,3,6,8,0,0,0,21,13,8,0.38095238095238093
2015.2,,diurno,SA,pre-2015,,0,0,3,8,3,8,0,0,0,22,14,8,0.36363636363636365
2015.2,,diurno,SA,pre-2015,,0,0,1,7,2,11,0,0,0,21,10,11,0.5238095238095238
2015.2,,noturno,SA,pre-2015,,0,5,4,6,3,4,3,0,0,25,18,7,0.28
2015.2,,noturno,SBC,pre-2015,,0,2,5,16,3,9,0,0,0,35,26,9,0.2571428571428571
2015.2,,noturno,SA,pre-2015,,0,7,8,5,2,3,2,0,0,27,22,5,0.18518518518518517
2015.2,,noturno,SBC,pre-2015,,0,5,9,12,4,6,0,0,0,36,30,6,0.16666666666666666
2015.2,,noturno,SA,pre-2015,,0,4,2,2,2,4,8,0,0,22,10,12,0.5454545454545454
2015.3,,diurno,SA,pre-2015,,0,0,2,3,5,14,0,0,0,24,10,14,0.5833333333333334
2015.3,,diurno,SA,pre-2015,,0,1,4,5,4,11,0,0,0,25,14,11,0.44
2015.3,,diurno,SA,pre-2015,,0,1,5,3,2,12,0,0,0,23,11,12,0.5217391304347826
2015.3,,diurno,SA,pre-2015,,0,0,4,3,5,11,0,0,0,23,12,11,0.4782608695652174
2015.3,,diurno,SA,pre-2015,,0,0,6,6,5,7,0,0,0,24,17,7,0.2916666666666667
2015.3,,diurno,SA,pre-2015,,0,1,1,11,3,9,0,0,0,25,16,9,0.36
2016.1,,diurno,SA,2015,,1,6,5,5,3,6,3,0,0,28,19,9,0.32142857142857145
2016.1,,diurno,SBC,2015,,1,19,10,1,0,2,6,0,0,38,30,8,0.21052631578947367
2016.1,,diurno,SA,2015,,1,3,5,6,5,5,1,0,0,25,19,6,0.24
2016.1,,diurno,SBC,2015,,1,14,9,3,0,6,2,0,0,34,26,8,0.23529411764705882
2016.1,,diurno,SA,2015,,1,7,8,6,1,3,4,0,0,29,22,7,0.2413793103448276
2016.1,,diurno,SA,2015,,1,19,8,0,2,0,0,0,0,29,29,0,0.0
2016.1,,diurno,SA,2015,,1,17,6,4,0,1,2,0,0,30,27,3,0.1
2016.1,,diurno,SA,2015,,1,5,11,3,0,3,0,0,0,22,19,3,0.13636363636363635
2016.1,,diurno,SBC,2015,,1,19,13,3,0,3,2,0,0,40,35,5,0.125
2016.1,,diurno,SA,2015,,1,2,5,6,1,8,1,0,0,23,14,9,0.391304347826087
2016.1,,diurno,SBC,2015,,1,5,6,2,0,2,1,0,0,16,13,3,0.1875
2016.1,,diurno,SA,2015,,1,1,9,7,0,7,2,0,0,26,17,9,0.34615384615384615
2016.1,,diurno,SA,2015,,1,14,9,4,0,0,0,0,0,27,27,0,0.0
2016.1,,diurno,SA,2015,,1,4,10,4,5,3,1,0,0,27,23,4,0.14814814814814814
2016.1,,diurno,SA,2015,,1,15,10,3,0,0,0,0,0,28,28,0,0.0
2016.1,,diurno,SBC,2015,,1,23,8,1,1,0,1,0,0,34,33,1,0.029411764705882353
2016.1,,diurno,SA,2015,,1,5,6,6,3,2,0,0,0,22,20,2,0.09090909090909091
2016.1,,diurno,SA,2015,,1,5,8,6,1,2,1,0,0,23,20,3,0.13043478260869565
2016.1,,diurno,SA,2015,,1,7,11,3,5,1,0,0,0,27,26,1,0.037037037037037035
2016.1,,diurno,SA,2015,,1,3,3,6,5,3,0,0,0,20,17,3,0.15
2016.1,,diurno,SA,2015,,1,3,11,5,5,3,0,0,0,27,24,3,0.1111111111111111
2016.1,,diurno,SBC,2015,,1,8,9,7,5,6,1,0,0,36,29,7,0.19444444444444445
2016.1,,diurno,SA,2015,,1,3,8,7,6,1,0,0,1,25,24,1,0.04
2016.1,,diurno,SA,2015,,1,13,20,21,9,33,1,0,0,97,63,34,0.35051546391752575
2016.1,,diurno,SBC,2015,,1,3,10,10,5,18,2,0,0,48,28,20,0.4166666666666667
2016.1,,noturno,SA,2015,,1,1,3,6,0,0,5,0,0,15,10,5,0.3333333333333333
2016.1,,noturno,SBC,2015,,1,9,13,7,1,3,1,0,0,34,30,4,0.11764705882352941
2016.1,,noturno,SBC,2015,,1,4,5,6,0,2,5,0,0,22,15,7,0.3181818181818182
2016.1,,noturno,SA,2015,,1,9,14,5,0,0,1,0,0,29,28,1,0.034482758620689655
2016.1,,noturno,SA,2015,,1,0,9,13,0,0,3,0,0,25,22,3,0.12
2016.1,,noturno,SA,2015,,1,2,1,2,2,4,6,0,0,17,7,10,0.5882352941176471
2016.1,,noturno,SA,2015,,1,1,1,1,1,3,8,0,0,15,4,11,0.7333333333333333
2016.1,,noturno,SBC,2015,,1,16,10,11,0,2,0,0,0,39,37,2,0.05128205128205128
2016.1,,noturno,SA,2015,,1,0,2,1,0,4,11,0,0,18,3,15,0.8333333333333334
2016.1,,noturno,SBC,2015,,1,7,15,1,0,9,3,0,0,35,23,12,0.34285714285714286
2016.1,,noturno,SA,2015,,1,0,1,5,5,2,6,0,0,19,11,8,0.42105263157894735
2016.1,,noturno,SA,2015,,1,7,9,4,3,0,0,0,0,23,23,0,0.0
2016.1,,noturno,SA,2015,,1,10,9,5,3,0,0,0,0,27,27,0,0.0
2016.2,,diurno,SA,2015,,0,7,7,1,3,4,3,0,0,25,18,7,0.28
2016.2,,diurno,SBC,2015,,0,3,10,7,2,6,1,0,0,29,22,7,0.2413793103448276
2016.2,,diurno,SA,2015,,0,11,7,3,1,1,5,0,0,28,22,6,0.21428571428571427
2016.2,,diurno,SA,2015,,0,5,4,0,3,6,5,0,0,23,12,11,0.4782608695652174
2016.2,,diurno,SA,2015,,0,6,19,39,36,6,13,4,0,119,100,19,0.15966386554621848
2016.2,,diurno,SBC,2015,,0,5,3,13,17,9,4,0,0,51,38,13,0.2549019607843137
2016.2,,noturno,SA,2015,,0,4,7,2,1,2,6,0,0,22,14,8,0.36363636363636365
2016.2,,noturno,SBC,2015,,0,0,14,7,3,14,0,0,0,38,24,14,0.3684210526315789
2016.2,,noturno,SA,2015,,0,0,2,5,2,5,16,0,0,30,9,21,0.7
2016.2,,noturno,SBC,2015,,0,0,6,0,1,1,7,0,0,15,7,8,0.5333333333333333
2016.2,,noturno,SA,2015,,0,1,5,3,2,0,6,0,0,17,11,6,0.35294117647058826
2016.3,,diurno,SA,2015,,0,18,18,42,34,67,10,0,0,189,112,77,0.4074074074074074
2016.3,,diurno,SBC,2015,,0,3,6,8,13,17,8,0,0,55,30,25,0.45454545454545453
2017.1,,diurno,SA,2015,,1,16,7,3,0,0,2,0,0,28,26,2,0.07142857142857142
2017.1,,diurno,SBC,2015,,1,12,6,6,2,4,6,0,0,36,26,10,0.2777777777777778
2017.1,,diurno,SA,2015,,1,2,9,6,2,5,5,0,0,29,19,10,0.3448275862068966
2017.1,,diurno,SBC,2015,,1,7,2,1,0,1,1,0,0,12,10,2,0.16666666666666666
2017.1,,diurno,SA,2015,,1,5,9,5,0,4,4,0,0,27,19,8,0.2962962962962963
2017.1,,diurno,SBC,2015,,1,0,2,7,2,2,5,0,0,18,11,7,0.3888888888888889
2017.1,,diurno,SA,2015,,1,5,9,6,3,4,2,0,0,29,23,6,0.20689655172413793
2017.1,,diurno,SBC,2015,,1,18,10,6,1,0,5,0,0,40,35,5,0.125
2017.1,,diurno,SA,2015,,1,10,4,7,2,5,1,0,0,29,23,6,0.20689655172413793
2017.1,,diurno,SA,2015,,1,6,4,6,3,4,3,0,0,26,19,7,0.2692307692307692
2017.1,,diurno,SA,2015,,1,13,10,1,4,1,0,0,0,29,28,1,0.034482758620689655
2017.1,,diurno,SA,2015,,1,12,7,9,1,0,1,0,0,30,29,1,0.03333333333333333
2017.1,,diurno,SA,2015,,1,3,15,8,2,3,0,0,0,31,28,3,0.0967741935483871
2017.1,,diurno,SA,2015,,1,10,9,3,1,3,1,0,0,27,23,4,0.14814814814814814
2017.1,,diurno,SBC,2015,,1,25,11,1,0,1,2,0,0,40,37,3,0.075
2017.1,,diurno,SA,2015,,1,19,9,2,0,0,0,0,0,30,30,0,0.0
2017.1,,diurno,SBC,2015,,1,4,11,3,3,2,0,0,0,23,21,2,0.08695652173913043
2017.1,,diurno,SA,2015,,1,11,8,4,2,1,1,0,0,27,25,2,0.07407407407407407
2017.1,,diurno,SA,2015,,1,1,2,5,2,4,3,0,0,17,10,7,0.4117647058823529
2017.1,,diurno,SA,2015,,1,1,7,7,2,4,2,0,0,23,17,6,0.2608695652173913
2017.1,,diurno,SA,2015,,1,3,9,4,9,3,0,1,0,28,25,3,0.10714285714285714
2017.1,,diurno,SA,2015,,1,14,21,30,31,26,5,0,0,127,96,31,0.2440944881889764
2017.1,,diurno,SBC,2015,,1,4,7,13,13,13,5,1,0,55,37,18,0.32727272727272727
2017.1,,noturno,SA,2015,,1,0,7,5,1,15,0,0,0,28,13,15,0.5357142857142857
2017.1,,noturno,SBC,2015,,1,9,11,6,5,5,1,0,0,37,31,6,0.16216216216216217
2017.1,,noturno,SA,2015,,1,4,11,6,4,5,0,0,0,30,25,5,0.16666666666666666
2017.1,,noturno,SBC,2015,,1,4,9,4,1,1,6,0,0,25,18,7,0.28
2017.1,,noturno,SA,2015,,1,2,7,6,2,13,0,0,0,30,17,13,0.43333333333333335
2017.1,,noturno,SBC,2015,,1,5,7,3,1,6,1,0,0,23,16,7,0.30434782608695654
2017.1,,noturno,SA,2015,,1,3,6,11,5,2,1,0,0,28,25,3,0.10714285714285714
2017.1,,noturno,SA,2015,,1,2,3,13,4,6,0,0,0,28,22,6,0.21428571428571427
2017.1,,noturno,SA,2015,,1,1,1,0,5,7,4,0,0,18,7,11,0.6111111111111112
2017.1,,noturno,SA,2015,,1,10,8,8,1,2,0,0,0,29,27,2,0.06896551724137931
2017.1,,noturno,SA,2015,,1,9,13,6,0,1,0,0,0,29,28,1,0.034482758620689655
2017.1,,noturno,SA,2015,,1,7,10,7,1,4,0,0,0,29,25,4,0.13793103448275862
2017.1,,noturno,SA,2015,,1,2,6,7,3,9,1,0,0,28,18,10,0.35714285714285715
2017.1,,noturno,SBC,2015,,1,4,2,7,6,6,11,0,0,36,19,17,0.4722222222222222
2017.1,,noturno,SA,2015,,1,10,6,6,1,6,0,0,0,29,23,6,0.20689655172413793
2017.1,,noturno,SA,2015,,1,1,6,3,5,11,3,0,0,29,15,14,0.4827586206896552
2017.1,,noturno,SA,2015,,1,1,2,4,3,11,0,0,0,21,10,11,0.5238095238095238
2017.1,,noturno,SA,2015,,1,1,4,5,1,14,0,0,0,25,11,14,0.56
2017.1,,noturno,SA,2015,,1,4,9,11,2,2,0,0,0,28,26,2,0.07142857142857142
2017.2,,diurno,SA,2015,,0,5,7,5,2,8,3,0,0,30,19,11,0.36666666666666664
2017.2,,diurno,SBC,2015,,0,7,9,4,2,5,7,0,0,34,22,12,0.35294117647058826
2017.2,,diurno,SA,2015,,0,8,4,4,1,10,2,0,0,29,17,12,0.41379310344827586
2017.2,,diurno,SA,2015,,0,6,9,2,1,6,4,0,0,28,18,10,0.35714285714285715
2017.2,,diurno,SA,2015,,0,7,24,25,32,18,0,0,0,106,88,18,0.16981132075471697
2017.2,,diurno,SBC,2015,,0,1,5,8,18,21,0,0,0,53,32,21,0.39622641509433965
2017.2,,noturno,SA,2015,,0,5,3,2,2,7,0,7,0,19,12,7,0.3684210526315789
2017.2,,noturno,SBC,2015,,0,8,4,8,0,10,3,0,0,33,20,13,0.3939393939393939
2017.2,,noturno,SA,2015,,0,14,5,2,0,4,0,2,0,25,21,4,0.16
2017.3,,diurno,SA,2015,,0,10,13,17,7,38,23,0,0,108,47,61,0.5648148148148148
2017.3,,diurno,SBC,2015,,0,3,4,7,4,17,10,0,0,45,18,27,0.6
2018.1,,diurno,SA,2015,,1,16,4,3,1,4,0,0,0,28,24,4,0.14285714285714285
2018.1,,diurno,SBC,2015,,1,7,5,9,0,1,2,0,0,24,21,3,0.125
2018.1,,diurno,SA,2015,,1,13,6,4,0,4,0,0,0,27,23,4,0.14814814814814814
2018.1,,diurno,SA,2015,,1,7,2,0,5,5,0,0,0,19,14,5,0.2631578947368421
2018.1,,diurno,SBC,2015,,1,19,12,3,2,2,1,0,0,39,36,3,0.07692307692307693
2018.1,,diurno,SA,2015,,1,2,7,8,1,7,4,0,0,29,18,11,0.3793103448275862
2018.1,,diurno,SBC,2015,,1,4,6,3,0,2,2,0,0,17,13,4,0.23529411764705882
2018.1,,diurno,SA,2015,,1,6,12,5,1,3,1,0,0,28,24,4,0.14285714285714285
2018.1,,diurno,SA,2015,,1,7,10,5,2,3,0,0,0,27,24,3,0.1111111111111111
2018.1,,diurno,SA,2015,,1,3,8,3,4,7,2,0,0,27,18,9,0.3333333333333333
2018.1,,diurno,SA,2015,,1,1,3,6,1,12,3,0,0,26,11,15,0.5769230769230769
2018.1,,diurno,SA,2015,,1,2,7,5,1,10,2,0,0,27,15,12,0.4444444444444444
2018.1,,diurno,SA,2015,,1,7,10,7,3,1,0,0,0,28,27,1,0.03571428571428571
2018.1,,diurno,SBC,2015,,1,7,15,5,1,3,4,0,0,35,28,7,0.2
2018.1,,diurno,SA,2015,,1,6,15,4,3,2,0,0,0,30,28,2,0.06666666666666667
2018.1,,diurno,SA,2015,,1,16,9,1,0,2,1,0,0,29,26,3,0.10344827586206896
2018.1,,diurno,SA,2015,,1,3,9,8,2,4,0,0,0,26,22,4,0.15384615384615385
2018.1,,diurno,SA,2015,,1,0,7,11,4,8,0,0,0,30,22,8,0.26666666666666666
2018.1,,diurno,SA,2015,,1,2,4,7,0,13,3,0,0,29,13,16,0.5517241379310345
2018.1,,diurno,SA,2015,,1,22,21,21,27,5,12,0,0,108,91,17,0.1574074074074074
2018.1,,diurno,SBC,2015,,1,8,8,6,13,6,13,0,0,54,35,19,0.35185185185185186
2018.1,,noturno,SA,2015,,1,3,6,0,3,8,8,0,0,28,12,16,0.5714285714285714
2018.1,,noturno,SBC,2015,,1,6,6,8,2,7,9,0,0,38,22,16,0.42105263157894735
2018.1,,noturno,SA,2015,,1,1,0,3,0,8,0,7,0,12,4,8,0.6666666666666666
2018.1,,noturno,SBC,2015,,1,3,6,8,1,11,3,0,0,32,18,14,0.4375
2018.1,,noturno,SA,2015,,1,5,5,2,5,8,2,0,0,27,17,10,0.37037037037037035
2018.1,,noturno,SA,2015,,1,5,5,6,4,5,2,0,0,27,20,7,0.25925925925925924
2018.1,,noturno,SA,2015,,1,8,6,9,0,1,4,0,0,28,23,5,0.17857142857142858
2018.1,,noturno,SA,2015,,1,6,2,5,1,10,6,0,0,30,14,16,0.5333333333333333
2018.1,,noturno,SA,2015,,1,5,5,3,6,6,4,0,0,29,19,10,0.3448275862068966
2018.1,,noturno,SA,2015,,1,0,6,7,6,3,4,0,0,26,19,7,0.2692307692307692
2018.1,,noturno,SBC,2015,,1,15,8,7,4,4,2,0,0,40,34,6,0.15
2018.1,,noturno,SA,2015,,1,1,2,10,5,7,4,0,0,29,18,11,0.3793103448275862
2018.1,,noturno,SBC,2015,,1,13,15,6,2,4,0,0,2,40,36,4,0.1
2018.1,,noturno,SA,2015,,1,0,11,6,7,4,2,0,0,30,24,6,0.2
2018.1,,noturno,SA,2015,,1,14,5,2,2,4,0,0,0,27,23,4,0.14814814814814814
2018.1,,noturno,SA,2015,,1,9,11,2,0,8,0,0,0,30,22,8,0.26666666666666666
2018.1,,noturno,SA,2015,,1,17,9,3,1,2,0,0,0,32,30,2,0.0625
2018.2,,diurno,SA,2015,,0,5,6,4,6,5,2,0,0,28,21,7,0.25
2018.2,,diurno,SA,2015,,0,0,5,4,1,5,10,0,0,25,10,15,0.6
2018.2,,diurno,SA,2015,,0,1,4,5,2,4,11,0,0,27,12,15,0.5555555555555556
2018.2,,diurno,SBC,2015,,0,1,3,4,4,6,8,0,0,26,12,14,0.5384615384615384
2018.2,,diurno,SA,2015,,0,1,1,12,4,5,5,0,0,28,18,10,0.35714285714285715
2018.2,,diurno,SA,2015,,0,1,2,6,8,5,6,0,0,28,17,11,0.39285714285714285
2018.2,,diurno,SA,2015,,0,2,5,5,6,2,7,0,0,27,18,9,0.3333333333333333
2018.2,,noturno,SA,2015,,0,0,0,1,0,8,7,0,0,16,1,15,0.9375
2018.2,,noturno,SBC,2015,,0,4,4,1,1,4,13,0,0,27,10,17,0.6296296296296297
2018.2,,noturno,SA,2015,,0,1,4,2,0,15,1,0,0,23,7,16,0.6956521739130435
2018.3,,diurno,SA,2015,,0,8,7,12,24,22,31,0,2,104,51,53,0.5096153846153846
2018.3,,diurno,SBC,2015,,0,5,4,7,7,3,9,0,0,35,23,12,0.34285714285714286
2019.1,,diurno,SA,2015,,1,4,5,2,2,6,9,0,0,28,13,15,0.5357142857142857
2019.1,,diurno,SBC,2015,,1,1,1,4,3,10,7,0,0,26,9,17,0.6538461538461539
2019.1,,diurno,SA,2015,,1,3,5,2,3,9,3,0,0,25,13,12,0.48
2019.1,,diurno,SBC,2015,,1,9,18,3,2,6,2,0,0,40,32,8,0.2
2019.1,,diurno,SA,2015,,1,3,9,3,0,7,4,0,0,26,15,11,0.4230769230769231
2019.1,,diurno,SBC,2015,,1,2,3,3,2,4,0,0,0,14,10,4,0.2857142857142857
2019.1,,diurno,SA,2015,,1,19,1,5,2,2,1,0,0,30,27,3,0.1
2019.1,,diurno,SBC,2015,,1,1,0,1,0,0,1,0,0,3,2,1,0.3333333333333333
2019.1,,diurno,SA,2015,,1,2,7,9,3,5,2,0,0,28,21,7,0.25
2019.1,,diurno,SA,2015,,1,13,3,6,3,3,0,0,0,28,25,3,0.10714285714285714
2019.1,,diurno,SA,2015,,1,16,5,3,1,3,0,0,0,28,25,3,0.10714285714285714
2019.1,,diurno,SA,2015,,1,10,9,8,1,1,1,0,0,30,28,2,0.06666666666666667
2019.1,,diurno,SA,2015,,1,3,6,6,2,9,2,0,0,28,17,11,0.39285714285714285
2019.1,,diurno,SA,2015,,1,4,1,6,3,9,3,0,0,26,14,12,0.46153846153846156
2019.1,,diurno,SBC,2015,,1,1,4,2,0,2,0,0,0,9,7,2,0.2222222222222222
2019.1,,diurno,SA,2015,,1,6,5,11,3,4,0,0,0,29,25,4,0.13793103448275862
2019.1,,diurno,SBC,2015,,1,8,8,2,5,7,3,0,0,33,23,10,0.30303030303030304
2019.1,,diurno,SA,2015,,1,2,2,4,3,9,4,0,0,24,11,13,0.5416666666666666
2019.1,,diurno,SBC,2015,,1,6,7,8,0,2,0,0,0,23,21,2,0.08695652173913043
2019.1,,diurno,SA,2015,,1,5,10,7,3,3,0,0,0,28,25,3,0.10714285714285714
2019.1,,diurno,SBC,2015,,1,4,9,8,0,0,0,0,0,21,21,0,0.0
2019.1,,diurno,SA,2015,,1,4,6,4,2,6,3,0,0,25,16,9,0.36
2019.1,,diurno,SA,2015,,1,5,9,6,2,4,0,0,0,26,22,4,0.15384615384615385
2019.1,,diurno,SA,2015,,1,37,25,20,18,5,10,0,0,115,100,15,0.13043478260869565
2019.1,,diurno,SBC,2015,,1,15,5,6,4,2,22,0,0,54,30,24,0.4444444444444444
2019.1,,noturno,SA,2015,,1,1,2,3,2,18,0,0,0,26,8,18,0.6923076923076923
2019.1,,noturno,SBC,2015,,1,5,8,16,2,8,0,0,2,39,31,8,0.20512820512820512
2019.1,,noturno,SA,2015,,1,1,2,5,3,16,0,0,0,27,11,16,0.5925925925925926
2019.1,,noturno,SBC,2015,,1,1,0,4,2,14,15,0,0,36,7,29,0.8055555555555556
2019.1,,noturno,SA,2015,,1,1,1,1,4,21,0,0,0,28,7,21,0.75
2019.1,,noturno,SBC,2015,,1,3,1,4,3,19,0,0,0,30,11,19,0.6333333333333333
2019.1,,noturno,SA,2015,,1,1,4,6,4,12,1,0,0,28,15,13,0.4642857142857143
2019.1,,noturno,SBC,2015,,1,1,0,0,0,3,0,0,0,4,1,3,0.75
2019.1,,noturno,SA,2015,,1,8,15,4,0,3,0,0,0,30,27,3,0.1
2019.1,,noturno,SA,2015,,1,0,5,5,4,13,1,0,0,28,14,14,0.5
2019.1,,noturno,SA,2015,,1,4,4,5,6,8,0,0,0,27,19,8,0.2962962962962963
2019.1,,noturno,SA,2015,,1,0,2,10,9,8,1,0,0,30,21,9,0.3
2019.1,,noturno,SA,2015,,1,5,15,6,2,2,0,0,0,30,28,2,0.06666666666666667
2019.1,,noturno,SA,2015,,1,2,4,6,1,13,2,0,0,28,13,15,0.5357142857142857
2019.1,,noturno,SBC,2015,,1,3,10,5,4,16,1,0,0,39,22,17,0.4358974358974359
2019.1,,noturno,SBC,2015,,1,1,1,3,3,5,11,0,0,24,8,16,0.6666666666666666
2019.1,,noturno,SA,2015,,1,2,8,3,2,9,3,0,0,27,15,12,0.4444444444444444
2019.1,,noturno,SA,2015,,1,3,8,4,2,10,2,0,0,29,17,12,0.41379310344827586
2019.1,,noturno,SA,2015,,1,9,7,7,2,5,0,0,0,30,25,5,0.16666666666666666
2019.1,,noturno,SA,2015,,1,1,3,2,3,15,3,0,0,27,9,18,0.6666666666666666
2019.1,,noturno,SA,2015,,1,1,1,7,5,9,3,0,0,26,14,12,0.46153846153846156
2019.2,,noturno,SBC,2015,,0,9,1,13,2,1,10,0,0,36,25,11,0.3055555555555556
2019.2,,noturno,SBC,2015,,0,7,6,7,2,3,18,0,0,43,22,21,0.4883720930232558
2019.3,,diurno,SA,2015,,0,17,10,19,5,9,12,0,1,72,51,21,0.2916666666666667
2019.3,,diurno,SA,2015,,0,18,15,12,1,8,14,0,0,68,46,22,0.3235294117647059
2019.3,,noturno,SA,2015,,0,4,5,1,1,15,0,0,0,26,11,15,0.5769230769230769
2019.3,,noturno,SA,2015,,0,1,3,2,1,18,0,0,0,25,7,18,0.72
2020.1,,diurno,SA,2015,,1,2,4,4,1,11,0,0,8,22,11,11,0.5
2020.1,,diurno,SBC,2015,,1,27,8,1,0,2,0,0,4,38,36,2,0.05263157894736842
2020.1,,diurno,SA,2015,,1,1,5,3,1,9,0,0,6,19,10,9,0.47368421052631576
2020.1,,diurno,SBC,2015,,1,26,5,0,0,1,0,3,6,32,31,1,0.03125
2020.1,,diurno,SA,2015,,1,1,1,5,2,14,0,0,5,23,9,14,0.6086956521739131
2020.1,,diurno,SA,2015,,1,15,3,4,2,5,0,0,2,29,24,5,0.1724137931034483
2020.1,,diurno,SA,2015,,1,4,4,8,2,10,0,0,1,28,18,10,0.35714285714285715
2020.1,,diurno,SA,2015,,1,12,7,0,1,7,0,0,4,27,20,7,0.25925925925925924
2020.1,,diurno,SA,2015,,1,3,4,6,1,12,0,0,3,26,14,12,0.46153846153846156
2020.1,,diurno,SA,2015,,1,3,3,4,2,6,0,0,8,18,12,6,0.3333333333333333
2020.1,,diurno,SA,2015,,1,4,1,3,3,13,0,0,6,24,11,13,0.5416666666666666
2020.1,,diurno,SA,2015,,1,5,4,4,1,11,0,0,3,25,14,11,0.44
2020.1,,diurno,SBC,2015,,1,13,12,3,1,0,0,6,6,29,29,0,0.0
2020.1,,diurno,SA,2015,,1,7,5,1,3,8,0,0,6,24,16,8,0.3333333333333333
2020.1,,diurno,SBC,2015,,1,11,11,2,0,2,0,4,4,26,24,2,0.07692307692307693
2020.1,,diurno,SA,2015,,1,5,3,1,1,18,0,0,2,28,10,18,0.6428571428571429
2020.1,,diurno,SA,2015,,1,21,3,1,0,2,0,0,2,27,25,2,0.07407407407407407
2020.1,,diurno,SA,2015,,1,17,7,3,1,1,0,0,1,29,28,1,0.034482758620689655
