term,class_label,shift,campus,curriculum,on_schedule_term,instructor_prior,n_A,n_B,n_C,n_D,n_F,n_O,n_I,n_no_grade,n_assessed,n_passed,n_failed
2019.1,,evening,1,2015,1,False,4,4,5,6,8,0,0,0,27,19,8
2019.1,,evening,1,2015,1,False,0,2,10,9,8,1,0,0,30,21,9
2019.1,,evening,1,2015,1,False,5,15,6,2,2,0,0,0,30,28,2
2019.1,,evening,1,2015,1,False,2,4,6,1,13,2,0,0,28,13,15
2019.1,,evening,2,2015,1,False,3,10,5,4,16,1,0,0,39,22,17
2019.1,,evening,2,2015,1,False,1,1,3,3,5,11,0,0,24,8,16
2019.1,,evening,1,2015,1,False,2,8,3,2,9,3,0,0,27,15,12
2019.1,,evening,1,2015,1,False,3,8,4,2,10,2,0,0,29,17,12
2019.1,,evening,1,2015,1,False,9,7,7,2,5,0,0,0,30,25,5
2019.1,,evening,1,2015,1,False,1,3,2,3,15,3,0,0,27,9,18
2019.1,,evening,1,2015,1,False,1,1,7,5,9,3,0,0,26,14,12
2019.2,,evening,2,2015,0,False,9,1,13,2,1,10,0,0,36,25,11
2019.2,,evening,2,2015,0,False,7,6,7,2,3,18,0,0,43,22,21
2019.3,,day,1,2015,0,False,17,10,19,5,9,12,0,1,72,51,21
2019.3,,day,1,2015,0,False,18,15,12,1,8,14,0,0,68,46,22
2019.3,,evening,1,2015,0,False,4,5,1,1,15,0,0,0,26,11,15
2019.3,,evening,1,2015,0,False,1,3,2,1,18,0,0,0,25,7,18
2020.1,,day,1,2015,1,False,2,4,4,1,11,0,0,8,22,11,11
2020.1,,day,2,2015,1,False,27,8,1,0,2,0,0,4,38,36,2
2020.1,,day,1,2015,1,False,1,5,3,1,9,0,0,6,19,10,9
2020.1,,day,2,2015,1,False,26,5,0,0,1,0,3,6,32,31,1
2020.1,,day,1,2015,1,False,1,1,5,2,14,0,0,5,23,9,14
2020.1,,day,1,2015,1,False,15,3,4,2,5,0,0,2,29,24,5
2020.1,,day,1,2015,1,False,4,4,8,2,10,0,0,1,28,18,10
2020.1,,day,1,2015,1,False,12,7,0,1,7,0,0,4,27,20,7
2020.1,,day,1,2015,1,False,3,4,6,1,12,0,0,3,26,14,12
2020.1,,day,1,2015,1,False,3,3,4,2,6,0,0,8,18,12,6
2020.1,,day,1,2015,1,False,4,1,3,3,13,0,0,6,24,11,13
2020.1,,day,1,2015,1,False,5,4,4,1,11,0,0,3,25,14,11
2020.1,,day,2,2015,1,False,13,12,3,1,0,0,6,6,29,29,0
2020.1,,day,1,2015,1,False,7,5,1,3,8,0,0,6,24,16,8
2020.1,,day,2,2015,1,False,11,11,2,0,2,0,4,4,26,24,2
2020.1,,day,1,2015,1,False,5,3,1,1,18,0,0,2,28,10,18
2020.1,,day,1,2015,1,False,21,3,1,0,2,0,0,2,27,25,2
2020.1,,day,1,2015,1,False,17,7,3,1,1,0,0,1,29,28,1
2020.1,,day,1,2015,1,False,20,5,2,0,2,0,0,2,29,27,2
2020.1,,day,1,2015,1,False,48,33,22,8,47,0,0,21,158,111,47
2020.1,,day,2,2015,1,False,3,15,18,2,12,0,0,8,50,38,12
2020.1,,evening,1,2015,1,False,3,1,3,1,11,0,0,12,19,8,11
2020.1,,evening,2,2015,1,False,25,7,0,0,8,0,0,2,40,32,8
2020.1,,evening,1,2015,1,False,1,1,3,0,20,0,0,4,25,5,20
2020.1,,evening,2,2015,1,False,15,7,2,0,1,0,9,8,25,24,1
2020.1,,evening,1,2015,1,False,1,1,0,1,15,0,0,10,18,3,15
2020.1,,evening,1,2015,1,False,15,9,2,1,0,0,2,1,27,27,0
2020.1,,evening,1,2015,1,False,14,10,1,1,3,0,0,1,29,26,3
2020.1,,evening,1,2015,1,False,3,8,7,0,2,0,4,5,20,18,2
2020.1,,evening,1,2015,1,False,1,7,5,0,15,0,0,4,28,13,15
2020.1,,evening,1,2015,1,False,12,3,5,0,5,0,0,4,25,20,5
2020.1,,evening,1,2015,1,False,0,2,4,1,13,0,0,7,20,7,13
2020.1,,evening,1,2015,1,False,3,18,3,1,3,0,0,4,28,25,3
2020.1,,evening,2,2015,1,False,1,0,0,0,3,0,10,2,4,1,3
2020.1,,evening,1,2015,1,False,0,4,2,1,13,0,0,8,20,7,13
2020.1,,evening,2,2015,1,False,0,0,0,2,14,0,13,1,16,2,14
2020.1,,evening,1,2015,1,False,1,14,1,1,7,0,0,3,24,17,7
2020.1,,evening,1,2015,1,False,4,0,2,2,2,0,0,5,10,8,2
2020.1,,evening,1,2015,1,False,1,1,0,1,11,0,0,13,14,3,11
2020.1,,evening,1,2015,1,False,0,3,1,2,14,0,0,6,20,6,14
2021.2,,day,1,2015,1,False,6,4,8,2,8,0,9,14,28,20,8
2021.2,,day,1,2015,1,False,8,5,14,3,2,0,11,5,32,30,2
2021.2,,day,1,2015,1,False,19,3,7,3,0,0,15,3,32,32,0
2021.2,,day,1,2015,1,False,10,11,6,1,15,0,0,9,43,28,15
2021.2,,day,1,2015,1,False,26,4,2,0,1,0,10,8,33,32,1
2021.2,,day,1,2015,1,False,19,3,6,2,15,0,0,6,45,30,15
2021.2,,day,1,2015,1,False,10,9,7,6,14,0,0,6,46,32,14
2021.2,,day,1,2015,1,False,10,7,3,7,12,0,6,5,39,27,12
2021.2,,day,1,2015,1,False,13,8,14,4,9,0,0,5,48,39,9
2021.2,,day,1,2015,1,False,8,5,6,6,17,0,0,8,42,25,17
2021.2,,day,1,2015,1,False,19,5,6,2,16,0,0,5,48,32,16
2021.2,,day,1,2015,1,False,2,10,9,6,4,0,14,5,31,27,4
2021.2,,day,1,2015,1,False,14,10,7,1,14,0,0,2,46,32,14
2021.2,,day,1,2015,1,False,16,8,1,0,20,0,0,6,45,25,20
2021.2,,day,1,2015,1,False,15,4,4,3,10,0,8,5,36,26,10
2021.2,,day,1,2015,1,False,23,8,1,2,3,0,5,7,37,34,3
2021.2,,day,1,2015,1,False,2,7,5,3,21,0,6,6,38,17,21
2021.2,,evening,1,2015,1,False,3,4,5,13,22,0,0,3,47,25,22
2021.2,,evening,1,2015,1,False,22,7,4,3,9,0,0,7,45,36,9
2021.2,,evening,1,2015,1,False,7,11,9,3,0,0,12,8,30,30,0
2021.2,,evening,1,2015,1,False,21,4,8,3,2,0,9,9,38,36,2
2021.2,,evening,1,2015,1,False,12,7,4,4,4,0,15,5,31,27,4
2021.2,,evening,1,2015,1,False,5,7,3,1,24,0,0,12,40,16,24
2021.2,,evening,1,2015,1,False,15,11,5,2,10,0,0,7,43,33,10
2021.2,,evening,1,2015,1,False,17,9,3,1,9,0,7,4,39,30,9
2021.2,,evening,1,2015,1,False,5,6,14,3,16,0,0,6,44,28,16
2021.2,,evening,1,2015,1,False,9,5,11,3,2,0,9,13,30,28,2
2021.2,,evening,1,2015,1,False,11,8,3,1,10,0,14,6,33,23,10
2021.2,,evening,1,2015,1,False,14,4,8,1,25,0,0,3,52,27,25
2021.2,,evening,1,2015,1,False,12,3,5,2,26,0,0,4,48,22,26
2021.2,,evening,1,2015,1,False,15,8,4,1,0,0,20,4,28,28,0
2021.2,,evening,1,2015,1,False,12,13,6,2,14,0,0,4,47,33,14
2021.2,,evening,1,2015,1,False,10,11,3,5,6,0,12,4,35,29,6
2021.2,,evening,1,2015,1,False,20,6,3,4,12,0,0,5,45,33,12
2022.2,,day,1,2015,1,False,7,6,7,1,0,5,0,7,26,21,5
2022.2,,day,2,2015,1,False,19,8,3,2,3,0,0,5,35,32,3
2022.2,,day,1,2015,1,False,6,6,13,2,1,1,0,4,29,27,2
2022.2,,day,2,2015,1,False,12,7,3,4,7,0,0,9,33,26,7
2022.2,,day,1,2015,1,False,6,3,1,4,5,1,5,8,20,14,6
2022.2,,day,1,2015,1,False,6,3,8,3,9,0,0,3,29,20,9
2022.2,,day,1,2015,1,False,6,10,6,1,7,0,0,1,30,23,7
2022.2,,day,1,2015,1,False,14,5,3,2,3,0,0,3,27,24,3
2022.2,,day,1,2015,1,False,10,9,4,2,3,0,0,2,28,25,3
2022.2,,day,1,2015,1,False,4,5,7,5,5,0,0,6,26,21,5
2022.2,,day,1,2015,1,False,5,7,6,3,7,0,0,2,28,21,7
2022.2,,day,1,2015,1,False,4,4,2,3,2,10,0,8,25,13,12
2022.2,,day,2,2015,1,False,10,13,8,1,4,0,0,9,36,32,4
2022.2,,day,1,2015,1,False,1,2,4,0,0,0,3,3,7,7,0
2022.2,,day,2,2015,1,False,2,2,3,2,7,0,0,6,16,9,7
2022.2,,day,1,2015,1,False,1,1,3,0,0,0,1,2,5,5,0
2022.2,,day,1,2015,1,False,9,5,3,2,7,0,0,4,26,19,7
2022.2,,day,1,2015,1,False,5,1,2,0,3,0,0,3,11,8,3
2022.2,,day,1,2015,1,False,14,3,2,2,5,0,0,5,26,21,5
2022.2,,day,1,2015,1,False,12,10,5,0,0,0,0,4,27,27,0
2022.2,,day,1,2015,1,False,2,12,10,0,3,0,0,5,27,24,3
2022.2,,day,1,2015,1,False,1,4,1,0,2,0,0,2,8,6,2
2022.2,,evening,1,2015,1,False,4,5,2,7,1,7,0,7,26,18,8
2022.2,,evening,2,2015,1,False,10,9,6,4,9,0,0,2,38,29,9
2022.2,,evening,1,2015,1,False,1,5,7,3,2,7,0,8,25,16,9
2022.2,,evening,2,2015,1,False,10,6,8,1,13,0,0,8,38,25,13
2022.2,,evening,1,2015,1,False,4,6,6,3,2,3,0,6,24,19,5
2022.2,,evening,1,2015,1,False,10,0,6,1,7,0,0,6,24,17,7
2022.2,,evening,1,2015,1,False,4,1,4,7,12,0,0,3,28,16,12
2022.2,,evening,1,2015,1,False,8,9,5,0,5,0,0,5,27,22,5
2022.2,,evening,1,2015,1,False,15,2,3,3,6,0,0,2,29,23,6
2022.2,,evening,1,2015,1,False,8,6,4,0,9,2,0,1,29,18,11
2022.2,,evening,1,2015,1,False,3,6,2,7,0,8,0,5,26,18,8
2022.2,,evening,1,2015,1,False,4,5,8,5,6,1,0,3,29,22,7
2022.2,,evening,2,2015,1,False,18,4,0,5,7,6,0,3,40,27,13
2022.2,,evening,1,2015,1,False,2,6,7,2,1,5,0,9,23,17,6
2022.2,,evening,2,2015,1,False,15,7,3,5,3,1,0,8,34,30,4
2022.2,,evening,1,2015,1,False,0,6,6,2,1,10,0,9,25,14,11
2022.2,,evening,1,2015,1,False,10,0,5,6,6,0,0,3,27,21,6
2022.2,,evening,1,2015,1,False,3,1,5,7,10,0,0,5,26,16,10
2022.2,,evening,1,2015,1,False,9,4,5,2,7,0,0,3,27,20,7
2022.2,,evening,1,2015,1,False,14,7,2,3,1,0,0,4,27,26,1
2022.2,,evening,1,2015,1,False,10,6,5,2,0,3,0,4,26,23,3
2022.2,,evening,1,2015,1,False,9,5,5,1,4,3,0,3,27,20,7
2022.3,,day,1,2015,0,False,4,8,6,1,2,2,0,2,23,19,4
2022.3,,day,2,2015,0,False,10,3,2,4,2,5,0,9,26,19,7
2022.3,,day,1,2015,0,False,0,3,2,3,8,1,0,8,17,8,9
2022.3,,day,2,2015,0,False,3,1,2,1,2,3,0,11,12,7,5
2022.3,,day,1,2015,0,False,0,2,2,1,15,3,0,1,23,5,18
2022.3,,evening,1,2015,0,False,8,6,3,2,10,0,0,4,29,19,10
2022.3,,evening,2,2015,0,False,0,8,4,0,15,12,0,2,39,12,27
2022.3,,evening,1,2015,0,False,12,7,2,1,4,0,0,6,26,22,4
2022.3,,evening,1,2015,0,False,12,5,4,2,6,0,0,3,29,23,6
2023.2,,day,1,2022,1,False,3,4,4,1,15,5,0,0,32,12,20
2023.2,,day,2,2022,1,False,16,6,10,5,4,0,0,3,41,37,4
2023.2,,day,1,2022,1,False,28,6,1,5,1,0,0,1,41,40,1
2023.2,,day,2,2022,1,False,5,2,12,8,13,2,0,3,42,27,15
2023.2,,day,1,2022,1,False,19,9,2,4,2,2,0,3,38,34,4
2023.2,,day,1,2022,1,True,8,1,7,9,6,0,0,3,31,25,6
2023.2,,day,1,2022,1,False,30,6,3,0,6,0,0,2,45,39,6
2023.2,,day,1,2022,1,False,33,9,2,2,0,2,0,0,48,46,2
2023.2,,day,1,2022,1,False,10,10,6,0,2,2,0,3,30,26,4
2023.2,,day,2,2022,1,False,22,10,5,0,1,3,0,3,41,37,4
2023.2,,day,1,2022,1,False,28,9,0,0,1,1,0,3,39,37,2
2023.2,,day,2,2022,1,False,4,2,9,8,5,8,0,8,36,23,13
2023.2,,day,1,2022,1,False,16,8,2,7,6,0,0,2,39,33,6
2023.2,,day,1,2022,1,True,4,2,8,6,9,0,0,3,29,20,9
2023.2,,day,1,2022,1,False,36,6,1,1,1,0,0,1,45,44,1
2023.2,,day,1,2022,1,False,45,1,1,1,1,0,0,3,49,48,1
2023.2,,evening,1,2022,1,False,6,6,8,4,2,5,0,3,31,24,7
2023.2,,evening,2,2022,1,False,11,3,8,5,14,0,0,2,41,27,14
2023.2,,evening,1,2022,1,False,25,3,4,2,4,1,0,4,39,34,5
2023.2,,evening,2,2022,1,False,17,1,5,6,10,0,0,6,39,29,10
2023.2,,evening,1,2022,1,False,6,5,13,5,10,2,0,0,41,29,12
2023.2,,evening,1,2022,1,False,3,1,13,8,0,6,0,3,31,25,6
2023.2,,evening,1,2022,1,False,10,8,9,4,11,2,0,5,44,31,13
2023.2,,evening,1,2022,1,False,11,6,7,6,14,0,0,8,44,30,14
2023.2,,evening,1,2022,1,False,3,6,3,5,7,7,0,2,31,17,14
2023.2,,evening,2,2022,1,False,10,4,8,3,14,0,0,6,39,25,14
2023.2,,evening,1,2022,1,False,22,7,5,0,3,3,0,1,40,34,6
2023.2,,evening,2,2022,1,False,30,1,1,3,6,0,0,2,41,35,6
2023.2,,evening,1,2022,1,False,6,1,9,2,10,10,0,4,38,18,20
2023.2,,evening,1,2022,1,False,0,2,18,11,0,1,0,2,32,31,1
2023.2,,evening,1,2022,1,False,7,4,9,0,8,12,0,6,40,20,20
2023.2,,evening,1,2022,1,False,9,5,10,7,16,0,0,2,47,31,16
2023.3,,evening,1,2022,0,False,2,13,16,7,6,0,0,4,44,38,6
2023.3,,evening,2,2022,0,False,7,9,8,1,2,10,0,7,37,25,12
2023.3,,evening,1,2022,0,False,12,10,5,5,6,6,0,4,44,32,12
2023.3,,evening,1,2022,0,False,14,8,11,1,9,0,0,4,43,34,9
2023.3,,evening,2,2022,0,False,14,9,9,0,1,4,0,10,37,32,5
2023.3,,evening,1,2022,0,False,21,4,7,6,3,5,0,5,46,38,8
2024.1,,day,1,2022,1,False,3,3,4,5,4,11,0,3,30,15,15
2024.1,,day,2,2022,1,False,14,12,5,2,4,2,0,2,39,33,6
2024.1,,day,1,2022,1,True,4,2,5,6,21,0,0,4,38,17,21
2024.1,,day,2,2022,1,False,31,8,0,1,0,2,0,2,42,40,2
2024.1,,day,1,2022,1,False,19,8,1,0,2,0,0,0,30,28,2
2024.1,,day,1,2022,1,False,11,13,14,3,4,0,0,2,45,41,4
2024.1,,day,1,2022,1,False,12,9,4,4,2,1,0,3,32,29,3
2024.1,,day,1,2022,1,False,3,14,17,5,1,5,0,3,45,39,6
2024.1,,day,1,2022,1,False,2,4,14,15,1,2,0,3,38,35,3
2024.1,,day,1,2022,1,False,5,3,12,8,1,2,0,3,31,28,3
2024.1,,day,2,2022,1,False,7,12,14,3,0,2,0,3,38,36,2
2024.1,,day,1,2022,1,True,7,1,2,13,12,0,0,6,35,23,12
2024.1,,day,2,2022,1,False,14,1,14,1,6,3,0,4,39,30,9
2024.1,,day,1,2022,1,False,3,14,14,3,2,5,0,5,41,34,7
2024.1,,day,1,2022,1,False,27,6,0,0,1,0,0,3,34,33,1
2024.1,,day,1,2022,1,False,12,16,12,3,4,0,0,2,47,43,4
2024.1,,day,1,2022,1,False,6,6,11,2,7,1,0,7,33,25,8
2024.1,,evening,1,2022,1,False,5,5,7,7,8,0,0,0,32,24,8
2024.1,,evening,2,2022,1,False,1,1,4,15,9,12,0,3,42,21,21
2024.1,,evening,1,2022,1,False,14,5,7,4,3,1,7,1,34,30,4
2024.1,,evening,2,2022,1,False,2,7,13,12,8,0,0,2,42,34,8
2024.1,,evening,1,2022,1,False,0,4,6,10,5,4,0,1,29,20,9
2024.1,,evening,1,2022,1,False,13,13,8,2,3,2,0,4,41,36,5
2024.1,,evening,1,2022,1,False,3,2,1,1,14,7,0,5,28,7,21
2024.1,,evening,1,2022,1,False,1,25,15,2,4,0,0,1,47,43,4
2024.1,,evening,1,2022,1,False,3,8,4,9,15,0,0,4,39,24,15
2024.1,,evening,1,2022,1,False,5,4,3,4,13,0,0,1,29,16,13
2024.1,,evening,1,2022,1,False,0,3,3,7,16,0,0,5,29,13,16
2024.1,,evening,2,2022,1,False,0,3,0,13,5,19,0,7,40,16,24
2024.1,,evening,1,2022,1,False,8,2,5,2,12,11,0,4,40,17,23
2024.1,,evening,2,2022,1,False,0,2,14,7,17,0,0,2,40,23,17
2024.1,,evening,1,2022,1,False,12,13,11,0,3,6,0,3,45,36,9
2024.1,,evening,1,2022,1,False,5,22,15,0,4,0,0,5,46,42,4
2024.1,,evening,1,2022,1,False,4,9,11,8,7,1,0,1,40,32,8
2024.2,,day,1,2022,0,False,9,5,5,2,2,1,0,8,24,21,3
2024.2,,day,2,2022,0,False,3,0,5,6,1,16,0,13,31,14,17
2024.2,,day,1,2022,0,False,6,5,3,1,2,4,0,12,21,15,6
2024.2,,day,1,2022,0,False,9,5,4,4,3,2,0,3,27,22,5
2024.2,,day,1,2022,0,False,6,7,5,4,0,6,0,4,28,22,6
2024.2,,evening,1,2022,0,False,11,1,3,1,5,5,0,6,26,16,10
2024.2,,evening,2,2022,0,False,0,1,3,5,2,22,0,11,33,9,24
2024.2,,evening,1,2022,0,False,7,5,3,2,0,11,0,3,28,17,11
2024.2,,evening,2,2022,0,False,7,5,3,6,16,0,0,5,37,21,16
2024.2,,evening,1,2022,0,False,5,5,3,4,2,7,0,7,26,17,9
2024.2,,evening,1,2022,0,False,4,3,7,4,18,0,0,5,36,18,18
2024.2,,evening,1,2022,0,False,2,4,6,2,4,10,0,2,28,14,14
2024.2,,evening,2,2022,0,False,0,0,5,5,6,15,0,12,31,10,21
2024.2,,evening,1,2022,0,False,7,9,4,0,0,9,0,3,29,20,9
2024.2,,evening,1,2022,0,False,1,1,3,4,22,0,0,1,31,9,22
2025.1,,day,1,2022,1,False,2,13,8,0,7,0,0,4,30,23,7
2025.1,,day,2,2022,1,False,26,8,4,0,0,2,0,2,40,38,2
2025.1,,day,1,2022,1,False,3,5,7,2,9,14,0,2,40,17,23
2025.1,,day,2,2022,1,False,10,6,9,7,3,7,0,4,42,32,10
2025.1,,day,1,2022,1,False,21,5,3,0,0,1,0,1,30,29,1
2025.1,,day,2,2022,1,False,2,2,8,5,25,0,0,6,42,17,25
2025.1,,day,1,2022,1,False,12,7,6,5,7,7,0,3,44,30,14
2025.1,,day,1,2022,1,False,13,5,5,1,4,3,0,2,31,24,7
2025.1,,day,1,2022,1,False,25,8,4,6,2,2,0,4,47,43,4
2025.1,,day,1,2022,1,False,19,4,4,0,7,4,0,4,38,27,11
2025.1,,day,1,2022,1,False,2,1,3,2,17,2,0,4,27,8,19
2025.1,,day,1,2022,1,False,2,3,3,4,17,0,0,2,29,12,17
2025.1,,day,1,2022,1,False,7,2,5,3,4,8,0,5,29,17,12
2025.1,,day,2,2022,1,False,26,6,3,2,0,2,0,4,39,37,2
2025.1,,day,2,2022,1,False,4,2,9,3,0,6,0,4,24,18,6
2025.1,,day,1,2022,1,False,5,4,7,9,14,5,0,3,44,25,19
2025.1,,day,1,2022,1,False,9,3,2,1,4,4,0,12,23,15,8
2025.1,,day,1,2022,1,False,11,12,13,7,3,3,0,0,49,43,6
2025.1,,day,1,2022,1,False,6,8,10,8,5,3,0,1,40,32,8
2025.1,,day,2,2022,1,False,8,6,9,3,1,4,0,7,31,26,5
2025.1,,evening,1,2022,1,True,6,5,7,3,9,0,0,1,30,21,9
2025.1,,evening,1,2022,1,False,7,4,5,4,7,4,0,1,31,20,11
2025.1,,evening,1,2022,1,False,6,6,7,2,0,10,0,1,31,21,10
2025.1,,evening,2,2022,1,False,4,2,1,6,30,0,0,2,43,13,30
2025.1,,evening,1,2022,1,False,2,6,9,13,5,3,0,3,38,30,8
2025.1,,evening,2,2022,1,False,3,4,2,7,5,16,0,9,37,16,21
2025.1,,evening,1,2022,1,False,8,8,3,2,9,0,0,0,30,21,9
2025.1,,evening,1,2022,1,False,8,12,6,4,7,7,0,3,44,30,14
2025.1,,evening,1,2022,1,False,23,3,2,1,2,0,0,1,31,29,2
2025.1,,evening,1,2022,1,False,3,1,5,6,33,0,0,3,48,15,33
2025.1,,evening,1,2022,1,False,4,4,11,6,5,8,0,7,38,25,13
2025.1,,evening,1,2022,1,False,1,1,4,2,8,12,0,6,28,8,20
2025.1,,evening,1,2022,1,False,2,8,4,4,12,0,0,3,30,18,12
2025.1,,evening,1,2022,1,False,12,2,4,2,1,9,0,5,30,20,10
2025.1,,evening,2,2022,1,False,9,1,2,4,26,0,0,1,42,16,26
2025.1,,evening,2,2022,1,False,2,1,3,9,8,19,0,3,42,15,27
2025.1,,evening,1,2022,1,False,10,3,6,2,9,0,0,2,30,21,9
2025.1,,evening,1,2022,1,False,17,16,4,4,4,0,0,2,45,41,4
2025.1,,evening,1,2022,1,True,4,4,5,5,11,0,0,5,29,18,11
2025.1,,evening,1,2022,1,False,0,3,2,5,29,0,0,9,39,10,29
2025.1,,evening,1,2022,1,False,2,6,12,1,6,8,0,10,35,21,14
2025.2,,day,2,2022,0,False,3,2,1,2,4,13,0,7,25,8,17
2025.2,,day,1,2022,0,False,9,6,5,0,0,8,0,2,28,20,8
2025.2,,day,1,2022,0,False,2,2,14,7,0,3,0,8,28,25,3
2025.2,,day,2,2022,0,False,4,5,6,2,1,4,0,0,22,17,5
2025.2,,day,1,2022,0,False,1,4,6,1,0,13,0,13,25,12,13
2025.2,,evening,1,2022,0,False,17,1,1,2,8,0,0,5,29,21,8
2025.2,,evening,2,2022,0,False,14,4,11,5,3,3,0,4,40,34,6
2025.2,,evening,1,2022,0,False,13,4,5,1,1,4,0,3,28,23,5
2025.2,,evening,2,2022,0,False,4,5,5,1,26,0,0,5,41,15,26
2025.2,,evening,1,2022,0,False,1,0,2,1,5,19,0,5,28,4,24
2025.2,,evening,1,2022,0,False,6,3,2,0,11,6,0,4,28,11,17
2025.2,,evening,1,2022,0,False,15,4,0,2,6,0,0,3,27,21,6
2025.2,,evening,2,2022,0,False,3,4,9,4,8,11,0,4,39,20,19
2025.2,,evening,1,2022,0,False,17,4,1,0,4,6,0,0,32,22,10
2025.2,,evening,2,2022,0,False,8,2,1,0,29,0,0,3,40,11,29
2025.2,,evening,1,2022,0,False,7,4,2,3,4,10,0,1,30,16,14
2026.1,,day,1,2022,1,False,6,6,9,3,4,0,0,4,28,24,4
2026.1,,day,1,2022,1,False,4,5,5,5,8,2,0,1,29,19,10
2026.1,,day,1,2022,1,False,7,5,4,5,6,4,0,3,31,21,10
2026.1,,day,2,2022,1,False,3,1,7,6,9,8,0,8,34,17,17
2026.1,,day,1,2022,1,False,21,6,6,1,0,2,0,4,36,34,2
2026.1,,day,2,2022,1,False,4,2,5,1,3,5,0,4,20,12,8
2026.1,,day,1,2022,1,False,6,11,5,5,0,3,0,1,30,27,3
2026.1,,day,2,2022,1,False,27,9,0,0,0,5,0,5,41,36,5
2026.1,B1,day,1,2022,1,False,14,9,4,4,10,2,0,3,43,31,12
2026.1,,day,2,2022,1,False,5,10,12,8,5,0,0,4,40,35,5
2026.1,,day,1,2022,1,False,9,3,4,1,6,8,0,2,31,17,14
2026.1,,day,1,2022,1,False,15,13,8,4,3,1,0,6,44,40,4
2026.1,,day,1,2022,1,False,10,8,3,6,6,3,0,4,36,27,9
2026.1,,day,1,2022,1,False,2,2,1,3,17,3,0,4,28,8,20
2026.1,,day,1,2022,1,False,1,1,4,11,6,3,0,5,26,17,9
2026.1,,day,1,2022,1,False,7,8,4,3,10,4,0,5,36,22,14
2026.1,,day,2,2022,1,False,5,2,3,8,5,10,0,8,33,18,15
2026.1,,day,1,2022,1,False,30,3,4,3,2,4,0,2,46,40,6
2026.1,,day,1,2022,1,False,15,6,7,2,3,3,0,5,36,30,6
2026.1,,evening,1,2022,1,False,16,6,5,0,3,0,0,4,30,27,3
2026.1,C1,evening,2,2022,1,False,0,0,0,7,15,16,0,5,38,7,31
2026.1,,evening,1,2022,1,False,20,6,5,3,1,5,0,4,40,34,6
2026.1,,evening,2,2022,1,False,12,3,4,3,20,0,0,0,42,22,20
2026.1,,evening,1,2022,1,False,14,9,3,2,2,0,0,0,30,28,2
2026.1,,evening,2,2022,1,False,1,0,14,17,7,3,0,4,42,32,10
2026.1,,evening,1,2022,1,False,25,4,5,2,3,3,0,4,42,36,6
2026.1,,evening,2,2022,1,False,3,3,11,6,19,0,0,3,42,23,19
2026.1,,evening,1,2022,1,False,19,5,3,1,3,1,0,0,32,28,4
2026.1,,evening,1,2022,1,False,11,10,5,4,10,5,0,4,45,30,15
2026.1,,evening,1,2022,1,False,3,13,11,3,2,6,0,6,38,30,8
2026.1,,evening,1,2022,1,False,4,1,3,4,12,5,0,2,29,12,17
2026.1,,evening,1,2022,1,False,12,6,5,7,8,0,0,3,38,30,8
2026.1,,evening,2,2022,1,False,1,2,5,3,30,0,0,3,41,11,30
2026.1,,evening,1,2022,1,False,20,7,4,1,5,6,0,3,43,32,11
2026.1,C2,evening,2,2022,1,False,0,0,3,3,14,20,0,7,40,6,34
2026.1,,evening,1,2022,1,False,8,12,2,3,5,0,0,3,30,25,5
2026.1,,evening,1,2022,1,False,6,5,11,6,8,10,0,7,46,28,18
2026.1,,evening,1,2022,1,False,17,6,7,2,3,4,0,3,39,32,7
2026.1,,evening,1,2022,1,False,6,10,5,2,6,0,0,5,29,23,6
2026.1,,evening,1,2022,1,False,23,0,2,0,3,0,0,3,28,25,3
2026.2,,day,2,2022,0,False,7,1,3,1,14,8,0,1,34,12,22
2026.2,,day,1,2022,0,False,12,7,2,8,13,6,0,4,48,29,19
2026.2,,evening,2,2022,0,False,0,2,2,1,9,27,0,9,41,5,36
2026.2,,evening,1,2022,0,False,18,0,10,4,6,8,0,2,46,32,14
2026.2,,evening,1,2022,0,False,6,7,9,4,16,0,0,4,42,26,16
2026.2,,evening,1,2022,0,False,3,0,1,2,25,0,0,5,31,6,25
2026.2,,evening,2,2022,0,False,0,0,3,4,7,27,1,7,41,7,34
2026.2,,evening,1,2022,0,False,13,0,12,0,13,10,0,1,48,25,23
2026.2,,evening,1,2022,0,False,10,1,6,5,16,0,0,3,38,22,16
